charger_id,operator,station_address,postcode,source,decision,match_method,distance_m,candidate_operator,candidate_address,candidate_postcode,reject_reason
1712,Evie,"872 Anzac Pde, Maroubra, NSW, 2035",2035,openstreetmap,accepted,operator_and_distance,272.2,Evie,,,
1730,Tesla,"9-17 Short St, Parkes NSW 2870",2870,openstreetmap,accepted,operator_and_distance,71.0,Tesla,,,
1731,Evie,"924 Anzac Pde, Maroubra NSW 2035, Australia",2035,openstreetmap,accepted,operator_and_distance,60.2,Evie,,,
1748,Evie,"Brewer St, Concord NSW 2137, Australia",2137,openstreetmap,accepted,operator_and_distance,149.5,Evie,,,
1768,NRMA,"Gasworks Ln, Molong, NSW, 2866, Australia",2866,openstreetmap,accepted,operator_and_distance,43.6,NRMA,,,
1785,Evie,"Queens Rd, Five Dock NSW 2046, Australia",2046,openstreetmap,accepted,operator_and_distance,363.0,Evie,,,
1828,BP,"1 Tasman Rd, Gumly Gumly NSW 2652, Australia",2652,openstreetmap,accepted,operator_and_distance,53.9,BP,,,
1832,Tesla,"1/118 Bourke Rd, Alexandria NSW 2015",2015,openstreetmap,accepted,operator_and_distance,42.2,Tesla,,,
1874,Tesla,117 Tibbereena St Narrabri NSW 2390 Australia,2390,openstreetmap,accepted,operator_and_distance,167.4,Tesla,,,
1892,BP,"1234 Princes Hwy, Engadine NSW 2233, Australia",2233,openstreetmap,accepted,operator_and_distance,28.0,BP,,,
1899,BP,"13 Southey St, Jerilderie NSW 2716, Australia",2716,openstreetmap,accepted,operator_and_distance,34.5,BP,,,
1920,Tesla,"154 Beach Rd, Batemans Bay NSW 2536",2536,openstreetmap,accepted,operator_and_distance,119.1,Tesla,,,
1933,Tesla,"162 Rouse St, Tenterfield NSW 2372, Australia",2372,openstreetmap,accepted,operator_and_distance,76.7,Tesla,,,
696,JOLT,"725 Pittwater Rd, Sydney, 2099",2099,openstreetmap,rejected,operator_and_distance,158.3,JOLT,4-16 Oaks Avenue,,address_conflict
7,Evie,"1 Bells Blvd, Kingscliff, 2487",2487,openstreetmap,no_candidate,,,,,,
17,Evie,"1 Frederick St, Sydney, 2064",2064,openstreetmap,no_candidate,,,,,,
38,Exploren,"1 Plunkett St, Sydney, 2065",2065,openstreetmap,no_candidate,,,,,,
48,Tesla,"1 Wharf St, Tweed Heads, 2485",2485,openstreetmap,no_candidate,,,,,,
50,Evie,"1/9 Railway Parade, Kogarah NSW 2217",2217,openstreetmap,no_candidate,,,,,,
68,Evie,"106 Parraween St, Sydney, 2090",2090,openstreetmap,no_candidate,,,,,,
70,JOLT,"1068 Pittwater Rd, Sydney, 2097",2097,openstreetmap,no_candidate,,,,,,
73,JOLT,"109 Beecroft Rd, Sydney, 2119",2119,openstreetmap,no_candidate,,,,,,
77,NRMA,"10W Apsley St, Walcha NSW 2354, Australia",2839,openstreetmap,no_candidate,,,,,,
84,JOLT,"11 Scott St, Sydney, 2170",2170,openstreetmap,no_candidate,,,,,,
92,JOLT,"11-37 Alexandria Pde, Sydney, 2077",2077,openstreetmap,no_candidate,,,,,,
110,Engie,"12 Jacksons Rd, Warriewood NSW 2102",2102,openstreetmap,no_candidate,,,,,,
111,Evie,"12 Lord St, Botany NSW 2019",2019,openstreetmap,no_candidate,,,,,,
118,Exploren,"121 Princes Hwy, Wollongong, 2519",2519,openstreetmap,no_candidate,,,,,,
125,Chargefox,"127 Conadilly St, Gunnedah, 2380",2380,openstreetmap,no_candidate,,,,,,
128,Evie,"1-3 Dural St, Hornsby NSW 2077",2077,openstreetmap,no_candidate,,,,,,
136,Evie,"13-17 Princes Hwy, Albion Park Rail NSW 2527",2527,openstreetmap,no_candidate,,,,,,
138,JOLT,"133 Liverpool Rd, Sydney, 2134",2134,openstreetmap,no_candidate,,,,,,
140,Ampol,"133 Wyndham St Cnr Mcevoy St, Alexandria, NSW, 2015",2015,openstreetmap,no_candidate,,,,,,
151,JOLT,"14 Everton Rd, Sydney, 2135",2135,openstreetmap,no_candidate,,,,,,
154,Exploren,"140 Denison St, Sydney, 2036",2036,openstreetmap,no_candidate,,,,,,
156,JOLT,"141 Morgan St, Sydney, 2209",2209,openstreetmap,no_candidate,,,,,,
157,Engie,"141 Roselands Ave, Roselands NSW 2196",2196,openstreetmap,no_candidate,,,,,,
167,JOLT,"149 Alison Rd, Sydney, 2031",2031,openstreetmap,no_candidate,,,,,,
175,JOLT,"15 Merriville Rd, Sydney, 2155",2155,openstreetmap,no_candidate,,,,,,
176,JOLT,"15 Merriville Rd, Sydney, 2155",2155,openstreetmap,no_candidate,,,,,,
178,Evie,"15 Ridge St, Sydney, 2060",2060,openstreetmap,no_candidate,,,,,,
181,Ampol,"1509-1511 Pittwater Rd, Sydney, 2101",2101,openstreetmap,no_candidate,,,,,,
182,JOLT,"151 Beauchamp Rd, Sydney, 2036",2036,openstreetmap,no_candidate,,,,,,
186,Evie,"152 Pacific Hwy, 36 Josephson St, Swansea NSW 2281",2281,openstreetmap,no_candidate,,,,,,
191,Wevolt,"156 Melbourne St, Mulwala, 2647",2647,openstreetmap,no_candidate,,,,,,
205,Chargefox,"16-20 Goodhope St, Sydney, 2021",2021,openstreetmap,no_candidate,,,,,,
207,Ampol,"164 Mona Vale Rd, St Ives, NSW, 2075",2075,openstreetmap,no_candidate,,,,,,
211,BP,"169 Willoughby Rd, Sydney, 2065",2065,openstreetmap,no_candidate,,,,,,
214,Chargefox,"17 Smith St, Sydney, 2067",2067,openstreetmap,no_candidate,,,,,,
216,NRMA,"17 Stewart St, Wollongong NSW 2500, Australia",2453,openstreetmap,no_candidate,,,,,,
218,Exploren,"173 The Vineyards Rd, Lake George, 2581",2581,openstreetmap,no_candidate,,,,,,
225,NRMA,"18 Dandaloo St, Nyngan, NSW 2825, Australia",2360,openstreetmap,no_candidate,,,,,,
247,Evie,"1-9 Railway Parade, Kogarah NSW 2217",2217,openstreetmap,no_candidate,,,,,,
249,BP,"19 Windsor Rd, Sydney, 2155",2155,openstreetmap,no_candidate,,,,,,
257,Evie,"1985 Camden Valley Way, Prestons NSW 2170",2170,openstreetmap,no_candidate,,,,,,
264,Evie,"2 Coast Hospital Rd, Sydney, 2036",2036,openstreetmap,no_candidate,,,,,,
268,Exploren,"2 Hannabus Pl, Windsor, 2756",2756,openstreetmap,no_candidate,,,,,,
279,JOLT,"2 Premier St, Sydney, 2217",2217,openstreetmap,no_candidate,,,,,,
281,Chargefox,"2 Riddell St, Sydney, 2023",2023,openstreetmap,no_candidate,,,,,,
286,Chargefox,"2 Sentry Dr, Sydney, 2768",2768,openstreetmap,no_candidate,,,,,,
295,Chargefox,"20 Owen St, Sydney, 2761",2761,openstreetmap,no_candidate,,,,,,
298,Evie,"20 Smidmore St, Marrickville NSW 2204",2204,openstreetmap,no_candidate,,,,,,
313,NRMA,"2090 Broke Rd, Pokolbin, 2320",2320,openstreetmap,no_candidate,,,,,,
329,JOLT,"22 Cook Ln, Sydney, 2223",2223,openstreetmap,no_candidate,,,,,,
331,Evie,"220 Taren Point Rd, Caringbah NSW 2229",2229,openstreetmap,no_candidate,,,,,,
332,Evie,"221 Wolseley St, Jamisontown NSW 2750",2614,openstreetmap,no_candidate,,,,,,
333,JOLT,"22-24 Park Ave, Sydney, 2134",2134,openstreetmap,no_candidate,,,,,,
342,Everty,"228-234 Pacific Hwy, Swansea NSW, 2281",2281,openstreetmap,no_candidate,,,,,,
347,JOLT,"230 Arden St, Sydney, 2034",2034,openstreetmap,no_candidate,,,,,,
358,Evie,"240 Hillsborough Rd, Warners Bay NSW 2282",2282,openstreetmap,no_candidate,,,,,,
366,Evie,"247 Belmore Rd, Riverwood NSW 2210",2210,openstreetmap,no_candidate,,,,,,
375,JOLT,"25-47 Ocean St, Sydney, 2101",2101,openstreetmap,no_candidate,,,,,,
379,NRMA,"26 Neilly St, Walgett, NSW 2832, Australia",2337,openstreetmap,no_candidate,,,,,,
383,Evie,"260 Jersey Rd, Plumpton NSW 2761",2761,openstreetmap,no_candidate,,,,,,
392,Evie,"27-33 Oaks Ave, Dee Why NSW 2099",2099,openstreetmap,no_candidate,,,,,,
398,Evie,"2-8 Turramurra Ave, Sydney, 2074",2074,openstreetmap,no_candidate,,,,,,
404,JOLT,"29 Windsor Rd, Sydney, 2155",2155,openstreetmap,no_candidate,,,,,,
407,JOLT,"293 Belmore Rd, Sydney, 2210",2210,openstreetmap,no_candidate,,,,,,
418,Evie,"3 Bungendore Rd, Queanbeyan NSW 2620",2620,openstreetmap,no_candidate,,,,,,
426,Evie,"3 Leisure Dr, Tweed Heads, 2486",2486,openstreetmap,no_candidate,,,,,,
434,JOLT,"302-312 Parramatta Rd, Sydney, 2134",2134,openstreetmap,no_candidate,,,,,,
435,Chargefox,"303 Henry Parry Dr, Central Coast, 2250",2250,openstreetmap,no_candidate,,,,,,
440,Exploren,"30A Richland St, Sydney, 2208",2208,openstreetmap,no_candidate,,,,,,
444,JOLT,"31 Treacy St, Sydney, 2220",2220,openstreetmap,no_candidate,,,,,,
456,Chargefox,"320 Princes Hwy, Bomaderry, 2541",2541,openstreetmap,no_candidate,,,,,,
459,BP,"328 Main Rd, Newcastle, 2285",2285,openstreetmap,no_candidate,,,,,,
463,Chargefox,"33 Moate St, Newcastle, 2298",2298,openstreetmap,no_candidate,,,,,,
476,Ampol,"342 Kanahooka Rd, Brownsville, NSW, 2530",2530,openstreetmap,no_candidate,,,,,,
479,Engie,"345 Victoria Ave, Chatswood NSW 2067",2067,openstreetmap,no_candidate,,,,,,
502,Chargefox,"38 Flora St, Sydney, 2232",2232,openstreetmap,no_candidate,,,,,,
519,Evie,"40 Gouldsbury St, Sydney, 2088",2088,openstreetmap,no_candidate,,,,,,
520,Chargefox,"40 Jersey Rd, Sydney, 2770",2770,openstreetmap,no_candidate,,,,,,
524,JOLT,"40 Panmure St, Sydney, 2155",2155,openstreetmap,no_candidate,,,,,,
530,Chargefox,"405 Pacific Hwy, Sydney, 2064",2064,openstreetmap,no_candidate,,,,,,
536,Exploren,"41 Yobarnie Ave, Richmond, 2754",2754,openstreetmap,no_candidate,,,,,,
540,Chargefox,"417-439 Bunnerong Rd, Sydney, 2035",2035,openstreetmap,no_candidate,,,,,,
552,JOLT,"44 Broadarrow Rd, Sydney, 2209",2209,openstreetmap,no_candidate,,,,,,
562,Exploren,"455 George St, Sydney, 2000",2000,openstreetmap,no_candidate,,,,,,
573,JOLT,"472 Pacific Hwy, Sydney, 2066",2066,openstreetmap,no_candidate,,,,,,
574,Chargefox,"47-49A Cleary St, Newcastle, 2303",2303,openstreetmap,no_candidate,,,,,,
575,Ampol,"481 Princes Hwy, Sydney, 2232",2232,openstreetmap,no_candidate,,,,,,
576,BP,"487 Sydney Rd, Sydney, 2093",2093,openstreetmap,no_candidate,,,,,,
588,Exploren,"5 Ray St, Sydney, 2074",2074,openstreetmap,no_candidate,,,,,,
594,Chargefox,"50 O'Sullivan Rd, Sydney, 2029",2029,openstreetmap,no_candidate,,,,,,
600,Ampol,"516 Punchbowl Rd Cnr Wangee Rd, Lakemba, NSW, 2195",2195,openstreetmap,no_candidate,,,,,,
613,JOLT,"54 Brighton St, Sydney, 2132",2132,openstreetmap,no_candidate,,,,,,
622,JOLT,"550 Bunnerong Rd, Sydney, 2036",2036,openstreetmap,no_candidate,,,,,,
640,JOLT,"59 The Centre, Sydney, 2087",2087,openstreetmap,no_candidate,,,,,,
657,Evie,"60 Glenwood Park Dr, Glenwood NSW 2768",2768,openstreetmap,no_candidate,,,,,,
662,Evie,"60-62 Amherst St, Sydney, 2062",2062,openstreetmap,no_candidate,,,,,,
665,Evie,"620-658 Terrigal Dr, Central Coast, 2250",2250,openstreetmap,no_candidate,,,,,,
672,Chargefox,"66 Princes Hwy, Wollongong, 2519",2519,openstreetmap,no_candidate,,,,,,
674,Exploren,"67 Roberts Rd, Sydney, 2190",2190,openstreetmap,no_candidate,,,,,,
677,JOLT,"670 Richmond Rd, Sydney, 2761",2761,openstreetmap,no_candidate,,,,,,
685,Exploren,"7 Pemell Street, Toronto, 2283",2283,openstreetmap,no_candidate,,,,,,
699,Chargefox,"731-741 Military Rd, Sydney, 2088",2088,openstreetmap,no_candidate,,,,,,
702,Ampol,"741 George St, Windsor, 2756",2756,openstreetmap,no_candidate,,,,,,
711,Chargefox,"773 Old South Head Rd, Sydney, 2030",2030,openstreetmap,no_candidate,,,,,,
714,Chargefox,"7-9 Irvine Pl, Sydney, 2153",2153,openstreetmap,no_candidate,,,,,,
718,Exploren,"8 Federation Rd, Sydney, 2050",2050,openstreetmap,no_candidate,,,,,,
727,NRMA,"80 Little Barber St, Gunnedah, 2380",2380,openstreetmap,no_candidate,,,,,,
729,NRMA,"81 Hickory St, Dorrigo, NSW 2453, Australia",2829,openstreetmap,no_candidate,,,,,,
745,JOLT,"87 Winbourne Rd, Sydney, 2100",2100,openstreetmap,no_candidate,,,,,,
748,Ampol,"87-91 Roberts Rd Cnr Moondo St, Greenacre, NSW, 2190",2190,openstreetmap,no_candidate,,,,,,
753,Tesla,"888 Pittwater Rd, Sydney, 2099",2099,openstreetmap,no_candidate,,,,,,
754,Evie,"88-90 Houston Rd, Sydney, 2032",2032,openstreetmap,no_candidate,,,,,,
755,NRMA,"89 Barwan St, Narrabri, NSW 2390, Australia,",2372,openstreetmap,no_candidate,,,,,,
757,BP,"89 Williamson Rd, Sydney, 2565",2565,openstreetmap,no_candidate,,,,,,
765,Ampol,"9 Flinders St, Wollongong North, NSW, 2500",2500,openstreetmap,no_candidate,,,,,,
766,JOLT,"9 Lagoon St, Sydney, 2101",2101,openstreetmap,no_candidate,,,,,,
769,Evie,"9 Vickery Ave, Sydney, 2029",2029,openstreetmap,no_candidate,,,,,,
775,Evie,"92 Houston Rd, Kingsford NSW 2032, Australia",2032,openstreetmap,no_candidate,,,,,,
779,Evie,"930 Old Northern Rd, Glenorie NSW 2157",2157,openstreetmap,no_candidate,,,,,,
787,Chargefox,"96-100 Centennial Cct, Byron Bay, 2481",2481,openstreetmap,no_candidate,,,,,,
791,Chargefox,"97R Brook St, Sydney, 2034",2034,openstreetmap,no_candidate,,,,,,
801,Exploren,"Anderson St, Sydney, 2067",2067,openstreetmap,no_candidate,,,,,,
804,BP,"Avenue Rd, Sydney, 2088",2088,openstreetmap,no_candidate,,,,,,
810,Exploren,"Bellambi Ln, Wollongong, 2518",2518,openstreetmap,no_candidate,,,,,,
811,JOLT,"Berowra Railway Station, Pacific Highway, Berowra, New South Wales 2081, Australia",2081,openstreetmap,no_candidate,,,,,,
833,Evie,"Cnr Elara Bvd &, Northbourne Dr, Sydney, 2765",2765,openstreetmap,no_candidate,,,,,,
836,Evie,"Cnr Miller & Amherst St, Cammeray NSW 2062",2062,openstreetmap,no_candidate,,,,,,
837,Chargefox,"Cnr Trafalgar St & Pembroke St, Sydney, 2024",2024,openstreetmap,no_candidate,,,,,,
841,JOLT,"Cronulla Railway Station, Tonkin Street, Cronulla, New South Wales 2230, Australia",2230,openstreetmap,no_candidate,,,,,,
856,Evie,"Franklin St, Sydney, 2036",2036,openstreetmap,no_candidate,,,,,,
870,NRMA,"Hastings St, Wauchope, 2446",2446,openstreetmap,no_candidate,,,,,,
883,BP,"John Renshaw Dr, Beresfield, 2322",2322,openstreetmap,no_candidate,,,,,,
884,NRMA,"Kable Ave, Tamworth, 2340",2340,openstreetmap,no_candidate,,,,,,
889,Exploren,"Koonya Cct, Sydney, 2229",2229,openstreetmap,no_candidate,,,,,,
891,Engie,"Lake Haven Dr, Lake Haven NSW 2263",2263,openstreetmap,no_candidate,,,,,,
919,Chargefox,"North Ter, Sydney, 2200",2200,openstreetmap,no_candidate,,,,,,
921,JOLT,"Oatley Railway Station, Oatley Pde, Oatley, New South Wales 2223, Australia",2223,openstreetmap,no_candidate,,,,,,
924,Exploren,"Orchard Ct, Bathurst, 2795",2795,openstreetmap,no_candidate,,,,,,
926,Ampol,"Pacific Hwy Cnr, 13-15 Costa Ave, Charmhaven NSW 2263",2263,openstreetmap,no_candidate,,,,,,
928,Everty,"Parramatta Rd 214, Sydney, 2134",2134,openstreetmap,no_candidate,,,,,,
929,JOLT,"Penrith Railway Station, Jane St, Penrith, New South Wales 2750, Australia",2750,openstreetmap,no_candidate,,,,,,
931,JOLT,"Pittwater Road, Sydney, 2101",2101,openstreetmap,no_candidate,,,,,,
934,Exploren,"Prince of Wales Dr, Sydney, 2073",2073,openstreetmap,no_candidate,,,,,,
947,JOLT,"Rosevillle Railway Station, Hill Street, Roseville, New South Wales 2069, Australia",2069,openstreetmap,no_candidate,,,,,,
953,Exploren,"Shop 2140, Newcastle, 2289",2289,openstreetmap,no_candidate,,,,,,
968,Chargefox,"University of Wollongong, Northfields Avenue, Wollongong NSW 2522, Australia",2522,openstreetmap,no_candidate,,,,,,
1057,University of Wollongong,"University of Wollongong, Northfields Avenue, Wollongong NSW 2522, Australia",,openstreetmap,no_candidate,,,,,,
1336,Evie,"2 Coast Hospital Rd, Little Bay NSW 2036, Australia",2036,openstreetmap,no_candidate,,,,,,
1378,Zeus Renewables,"218 Katoomba St, Katoomba NSW 2780, Australia",2780,openstreetmap,no_candidate,,,,,,
1394,Evie,"234 Miller St, North Sydney NSW 2060, Australia",2060,openstreetmap,no_candidate,,,,,,
1421,Tesla,"260 Victoria Avenue, Chatswood, NSW 2067",2067,openstreetmap,no_candidate,,,,,,
1435,Evie,"2-8 Turramurra Ave, Turramurra NSW 2074, Australia",2074,openstreetmap,no_candidate,,,,,,
1442,NRMA,"29 Perry St, Euston NSW 2737, Australia",2737,openstreetmap,no_candidate,,,,,,
1475,Chargefox,"31 Moate St, Georgetown NSW 2298, Australia",2298,openstreetmap,no_candidate,,,,,,
1537,NRMA,"424 Hoxton Park Rd, Prestons, NSW, 2170",2170,openstreetmap,no_candidate,,,,,,
1553,Chargefox,"47-49A Cleary St, Hamilton NSW 2303, Australia",2303,openstreetmap,no_candidate,,,,,,
1617,Evie,"60-62 Amherst St, Cammeray NSW 2062, Australia",2062,openstreetmap,no_candidate,,,,,,
1684,EVE Australia,"8 Federation Rd, Camperdown NSW 2050, Australia",2050,openstreetmap,no_candidate,,,,,,
1691,Chargefox,"801-899R Bunnerong Rd, Chifley NSW 2036, Australia",2036,openstreetmap,no_candidate,,,,,,
1697,Tesla,82 Summer St Orange NSW 2800 Australia,2800,openstreetmap,no_candidate,,,,,,
1699,Tesla,"8275 Pacific Hwy, New Italy NSW 2472",2472,openstreetmap,no_candidate,,,,,,
1707,Evie,"85 South St, Ulladulla NSW 2539, Australia",2539,openstreetmap,no_candidate,,,,,,
1723,Evie,"9 Vickery Ave, Rose Bay NSW 2029, Australia",2029,openstreetmap,no_candidate,,,,,,
1756,BP,"Cnr Cumberland Hwy & Cabramatta Rd W, Cabramatta NSW 2166, Australia",2166,openstreetmap,no_candidate,,,,,,
1760,NRMA,Council Car Park Lot 4 / DP251076 between 46 Lowe Street Queanbeyan NSW 2620,2620,openstreetmap,no_candidate,,,,,,
1847,EVE Australia,"105-107 Alt St, Ashfield NSW 2131, Australia",2131,openstreetmap,no_candidate,,,,,,
1849,Evie,"106 Parraween St, Cremorne NSW 2090, Australia",2090,openstreetmap,no_candidate,,,,,,
1888,Evie,"1215 Anzac Pde, Matraville, NSW, 2036",2036,openstreetmap,no_candidate,,,,,,
1891,BP,"1233 Victoria Rd, West Ryde NSW 2114, Australia",2114,openstreetmap,no_candidate,,,,,,
1908,Chargefox,"144 Bayshore Dr, Byron Bay, 2481",2481,openstreetmap,no_candidate,,,,,,
