charger_id,operator,station_address,postcode,source,decision,match_method,distance_m,candidate_operator,candidate_address,candidate_postcode,reject_reason
2,BP,"01 Wallgrove Road, Sydney, 2766",2766,open_charge_map,accepted,operator_and_distance,64.9,BP,"BP Truckstop, Wallgrove Road & Old Wallgrove Road",2766,
3,NRMA,"1 - 7 Ross St, Wilcannia NSW 2836, Australia",2350,open_charge_map,accepted,operator_and_distance,29.3,NRMA,82 Marsh Street,2350,
24,Evie,"1 Ingham Dr, Casula NSW 2170",2170,open_charge_map,accepted,operator_and_distance,125.6,Evie,1 Ingham Dr,2170,
36,JOLT,"1 Park St, Sydney, 2103",2103,open_charge_map,accepted,operator_and_distance,5.7,JOLT,1 Park St,2103,
60,Tesla,"10 Winery Dr, Port Macquarie, 2444",2444,open_charge_map,accepted,operator_and_distance,0.1,Tesla,764 Pacific Highway,2444,
69,Chargefox,"1067 Oxley Hwy, Thrumster, 2444",2444,open_charge_map,accepted,operator_and_distance,29.9,Chargefox,1063 Oxley Highway,2444,
80,NRMA,"11 Ewingsdale Rd, Ewingsdale, 2481",2481,open_charge_map,accepted,operator_and_distance,48.4,NRMA,Ewingsdale Road,,
87,JOLT,"110 Anzac Pde, Sydney, 2033",2033,open_charge_map,accepted,operator_and_distance,17.9,JOLT,110 Anzac Pde,2033,
88,JOLT,"1106 Barrenjoey Rd, Sydney, 2108",2108,open_charge_map,accepted,operator_and_distance,23.6,JOLT,"Barrenjoey Road, Palm Beach",2108,
95,NRMA,"116 Liverpool St, Scone, NSW 2337, Australia",2880,open_charge_map,accepted,operator_and_distance,47.0,NRMA,51 Bromide St,2880,
99,Chargefox,"1183-1187 The Horsley Dr, Sydney, 2164",2164,open_charge_map,accepted,operator_and_distance,79.8,Chargefox,1183-1187 The Horsley Drive,2164,
100,Engie,"1183-1187 The Horsley Dr, Wetherill Park NSW 2164",2164,open_charge_map,accepted,distance_only,44.7,Chargefox,1183-1187 The Horsley Drive,2164,
103,Evie,"119 Stenhouse Drive, Cameron Park, 2285",2285,open_charge_map,accepted,operator_and_distance,12.6,Evie,119 Stenhouse Drive,2285,
107,Ampol,"12 Hume Hwy, Pheasants Nest, 2574",2574,open_charge_map,accepted,operator_and_distance,236.6,Ampol,Lot 12 Hume Hwy,2574,
108,Ampol,"12 Hume Hwy, Pheasants Nest, 2574",2574,open_charge_map,accepted,operator_and_distance,87.9,Ampol,Lots 1 & 2 Hume Hwy,2574,
124,Chargefox,"126 Mackay Ave, Yoogali, 2680",2680,open_charge_map,accepted,operator_and_distance,55.4,Chargefox,"Kurrajong Avenue, Yoogali",2680,
127,Evie,"128 Flood Street, Leichhardt NSW 2040",2040,open_charge_map,accepted,operator_and_distance,225.5,Evie,128 Flood Street,2040,
134,Evie,"13125 Hume Hwy, Sutton Forest, 2577",2577,open_charge_map,accepted,operator_and_distance,7.3,Evie,Hume Hwy,,
137,NRMA,"132 Pound Street, Grafton, 2460",2460,open_charge_map,accepted,operator_and_distance,66.6,NRMA,Pound Street,,
141,NRMA,"134 Lachlan St, Hay, 2711",2711,open_charge_map,accepted,operator_and_distance,27.4,NRMA,134 Lachlan St,2711,
142,NRMA,"134 Lachlan St, Hay, 2711",2711,open_charge_map,accepted,operator_and_distance,173.8,NRMA,134 Lachlan St,2711,
144,BP,"134-136 Grafton St, Coffs Harbour, 2450",2450,open_charge_map,accepted,operator_and_distance,15.7,BP,136 Pacific Highway,2450,
155,NRMA,"140 Queen St, Berry, 2535",2535,open_charge_map,accepted,operator_and_distance,27.2,NRMA,,,
171,Tesla,"15 Chancellors Dr, Thrumster , 2444",2444,open_charge_map,accepted,operator_and_distance,53.9,Tesla,"John Oxley Drive, Thrumster",2444,
180,NRMA,"15 Victory St, Braidwood, NSW 2622, Australia",2835,open_charge_map,accepted,operator_and_distance,1.6,NRMA,3 Broomfield Street,2835,
187,Ampol,"153 Coreen Ave Cnr Castlereagh Rd, Penrith, NSW, 2750",2750,open_charge_map,accepted,operator_and_distance,25.1,Ampol,153 Coreen Ave,2750,
192,BP,"15620 Hume Hwy, Marulan, 2579",2579,open_charge_map,accepted,operator_and_distance,27.8,BP,15597 Hume Hwy,,
193,BP,"15666 Hume Hwy, Marulan, 2579",2579,open_charge_map,accepted,operator_and_distance,40.2,BP,Hume Highway,2579,
194,NRMA,"157 Rouse Street, Tenterfield, NSW 2372, Australia",2825,open_charge_map,accepted,operator_and_distance,3.5,NRMA,18 Cobar Street,2825,
215,JOLT,"17 Stanley St, Sydney, 2210",2210,open_charge_map,accepted,operator_and_distance,236.2,JOLT,17-25 Stanley St,2210,
229,Evie,"18 Victoria Avenue, Castle Hill NSW 2154",2154,open_charge_map,accepted,operator_and_distance,18.3,Evie,18 Victoria Avenue,2154,
236,Tesla,"185 Princes Hwy, Narooma , 2546",2546,open_charge_map,accepted,operator_and_distance,0.0,Tesla,185 Princes Highway,,
239,Evie,"188 Raglan St, Sydney, 2088",2088,open_charge_map,accepted,operator_and_distance,15.0,Evie,188 Raglan St,2088,
246,Tesla,"19 Princes Hwy, Figtree NSW 2525, Australia",2525,open_charge_map,accepted,operator_and_distance,151.4,Tesla,"Figtree Grove Shopping Centre, The Avenue",2525,
270,Evie,"2 Hercules Street, Murrumbateman, 2582",2582,open_charge_map,accepted,operator_and_distance,6.1,Evie,2 Hercules Street,2582,
277,Tesla,"2 Ocean Dr, Kew, 2439",2439,open_charge_map,accepted,operator_and_distance,13.1,Tesla,2 Ocean Drive,2439,
283,Evie,"2 Rosenthal Ave, Lane Cove NSW 2066",2066,open_charge_map,accepted,operator_and_distance,3.7,Evie,2 Rosenthal Ave,,
300,Evie,"200 Crown St, Wollongong NSW 2500",2500,open_charge_map,accepted,operator_and_distance,85.5,Evie,Regent Street,2500,
303,Evie,"201 Manning River Drive, Taree, 2430",2430,open_charge_map,accepted,operator_and_distance,10.6,Evie,"Manning River Drive, Glenthorne",2430,
304,Tesla,"201 Sloane St, Goulburn , 2580",2580,open_charge_map,accepted,operator_and_distance,8.3,Tesla,201 Sloan St,,
306,Tesla,20-22 Camden Rd Campbelltown NSW 2560 Australia,2560,open_charge_map,accepted,operator_and_distance,131.2,Tesla,20-22 Camden Road,2560,
323,Ampol,"211 Lake Entrance Rd, Shellharbour City Centre, 2529",2529,open_charge_map,accepted,operator_and_distance,402.3,Ampol,Lake Entrance Road,2529,
334,BP,"224 Princes Hwy, Wollongong, 2519",2519,open_charge_map,accepted,operator_and_distance,38.0,BP,224 Princes Hwy,2519,
341,Evie,"227 Railway Terrace, Schofields NSW 2762",2762,open_charge_map,accepted,operator_and_distance,71.3,Evie,227 Railway Rerrace,,
343,Tesla,"2285 Pacific Hwy, Heatherbrae, 2324",2324,open_charge_map,accepted,operator_and_distance,83.6,Tesla,2285 Pacific Highway,2324,
354,Evie,"24 Cooper St, Macksville, 2447",2447,open_charge_map,accepted,operator_and_distance,29.5,Evie,24 Cooper St,2447,
357,Tesla,"24 Sallys Corner Rd, Exeter , 2579",2579,open_charge_map,accepted,operator_and_distance,8.5,Tesla,Sallys Corner Rd,2579,
364,BP,"24-42 King Georges Rd, Sydney, 2195",2195,open_charge_map,accepted,operator_and_distance,27.4,BP,24-42 King Georges Road,2195,
369,Evie,"25 Frenchs Forest Rd E, Frenchs Forest NSW 2086",2086,open_charge_map,accepted,operator_and_distance,13.5,Evie,25 Frenchs Forest Rd E,2086,
370,Chargefox,"250 Comur St, Yass, 2582",2582,open_charge_map,accepted,operator_and_distance,43.7,Chargefox,Comur Street,,
374,Tesla,"253 Pacific Hwy, Coffs Harbour, 2450",2450,open_charge_map,accepted,operator_and_distance,0.1,Tesla,253 Pacific Highway,2450,
384,Evie,"260A Liverpool Rd, Ashfield NSW 2131",2131,open_charge_map,accepted,operator_and_distance,0.0,Evie,260A Liverpool Rd,2131,
394,NRMA,"28 Auburn Street, Moree, NSW 2400, Australia",2716,open_charge_map,accepted,operator_and_distance,41.6,NRMA,Powell Street,2716,
396,EVUp,"28 Lawson St, Byron Bay, 2481",2481,open_charge_map,accepted,distance_only,18.3,Chargefox,Lawson Street,2481,
408,NRMA,"29-55 Twynam St, Narrandera, 2700",2700,open_charge_map,accepted,operator_and_distance,16.9,NRMA,31 Twynam Street,2700,
409,NRMA,"29-55 Twynam St, Narrandera, 2700",2700,open_charge_map,accepted,operator_and_distance,203.4,NRMA,31 Twynam Street,2700,
412,NRMA,"2A Beach Rd, Batemans Bay, 2536",2536,open_charge_map,accepted,operator_and_distance,12.9,NRMA,2A Beach Road,2536,
416,NRMA,"3 Broomfield St, Cobar, NSW 2835, Australia",2840,open_charge_map,accepted,operator_and_distance,0.5,NRMA,15 Mitchell St,2840,
455,Evie,"32 Sydney St, Tarcutta, 2652",2652,open_charge_map,accepted,operator_and_distance,4.6,Evie,32 Sydney Street,,
457,Evie,"322 Woodville Rd, Guildford NSW 2161",2161,open_charge_map,accepted,operator_and_distance,83.2,Evie,322 Woodville Road,2161,
461,BP,"329-339 Princes Hwy, Sydney, 2044",2044,open_charge_map,accepted,operator_and_distance,25.9,BP,339 Princes Hwy,2044,
466,Evie,"330 Pennant Hills Rd, Pennant Hills NSW 2120",2120,open_charge_map,accepted,distance_only,0.0,Chargefox,330 Pennant Hills Road,2120,
470,Tesla,"34 Annie Pyers Dr, Gundagai , 2722",2722,open_charge_map,accepted,operator_and_distance,7.4,Tesla,34 Annie Pyers Drive,2722,
481,Chargefox,"345 Victoria Ave, Sydney, 2067",2067,open_charge_map,accepted,operator_and_distance,231.7,Chargefox,345 Victoria Avenue,2067,
482,Tesla,"3483 Jerrys Plains Rd, Jerrys Plains, 2330",2330,open_charge_map,accepted,operator_and_distance,99.7,Tesla,3483 Golden Hwy,,
484,Engie,"3-5 Underwood Rd, Homebush NSW 2140",2140,open_charge_map,accepted,distance_only,11.7,Chargefox,3 -5 Underwood Road,2140,
496,NRMA,"37 Nabiac St, Nabiac, 2312",2312,open_charge_map,accepted,operator_and_distance,20.0,NRMA,Nabiac Street,2312,
501,Ampol,"38 Abbott Rd, Seven Hills NSW 2147",2147,open_charge_map,accepted,distance_only,33.0,Evie,38 Abbott Rd,2147,
503,Tesla,"38 Swift St, Holbrook, 2644",2644,open_charge_map,accepted,operator_and_distance,49.1,Tesla,Swift Street,2644,
513,Ampol,"4 Defries Ave, Sydney, 2017",2017,open_charge_map,accepted,distance_only,11.8,Chargefox,4 Defries Avenue,2017,
528,Evie,"401 Cabramatta Rd W, Cabramatta NSW 2166",2166,open_charge_map,accepted,operator_and_distance,14.3,Evie,401 Cabramatta Road,,
529,Chargefox,"403 Tarean Rd, Karuah, 2324",2324,open_charge_map,accepted,operator_and_distance,23.7,Chargefox,403 Tarean Road,2324,
542,Chargefox,"42 Camden Rd, Sydney, 2560",2560,open_charge_map,accepted,operator_and_distance,107.7,Chargefox,38 Camden Rd,2560,
551,Chargefox,"44 Bangalow Rd, Ballina, 2478",2478,open_charge_map,accepted,operator_and_distance,35.0,Chargefox,44 Bangalow Road,2478,
555,Chargefox,"44 Molesworth St, Lismore, 2480",2480,open_charge_map,accepted,operator_and_distance,30.9,Chargefox,44 Molesworth St,2480,
565,Evie,"4-6 New St, Lawson NSW 2783",2783,open_charge_map,accepted,operator_and_distance,1.8,Evie,4-6 New Street,2783,
566,Evie,"4-6 Niangala Cl, Belrose NSW 2085",2085,open_charge_map,accepted,operator_and_distance,31.1,Evie,4-6 Niangala Close,2085,
606,NRMA,"528 John Oxley Dr, Thrumster, 2444",2444,open_charge_map,accepted,operator_and_distance,28.0,NRMA,John Oxley Drive,2444,
609,Chargefox,"53 Sydney Rd, Goulburn, 2580",2580,open_charge_map,accepted,distance_only,8.5,NRMA,"Sydney Road, Bradfordville",2580,
612,Evie,"53A Orient St, Batemans Bay, 2536",2536,open_charge_map,accepted,operator_and_distance,89.5,Evie,51 Orient Street,2536,
617,Evie,"54-76 Captain Cook Dr, Caringbah NSW 2229",2229,open_charge_map,accepted,operator_and_distance,13.8,Evie,54-76 Captain Cook Drive,2229,
627,Tesla,"56 Morpeth St, Harwood , 2465",2465,open_charge_map,accepted,operator_and_distance,9.6,Tesla,56 Morpeth St.,2465,
636,Tesla,"58 Phillip St, West Tamworth , 2340",2340,open_charge_map,accepted,operator_and_distance,20.5,Tesla,21 Park Street,2340,
637,BP,"580 Parramatta Rd, Sydney, 2132",2132,open_charge_map,accepted,distance_only,14.1,Evie,586A Parramatta Rd,2132,
638,Tesla,"580 Princes Hwy, Sydney, 2232",2232,open_charge_map,accepted,operator_and_distance,76.9,Tesla,Princes Highway,2232,
643,Ampol,"59-61 Pacific Hwy Cnr Unwin Rd, Waitara, NSW, 2077",2077,open_charge_map,accepted,operator_and_distance,10.0,Ampol,"Corner Pacific Highway, Unwin Road",2077,
647,Chargefox,"6 Boundary St, Sydney, 2081",2081,open_charge_map,accepted,operator_and_distance,0.1,Chargefox,6 Boundary Street,2081,
653,Evie,"6 Myahgah Rd, Sydney, 2088",2088,open_charge_map,accepted,operator_and_distance,12.3,Evie,6 Myahgah Road,,
681,JOLT,"7 Bungan St, Sydney, 2103",2103,open_charge_map,accepted,operator_and_distance,11.8,JOLT,2 Bungan St,2103,
687,NRMA,"7 Tank St, Lithgow, 2790",2790,open_charge_map,accepted,operator_and_distance,7.7,NRMA,Tank St,,
698,Evie,"73 Belmore Road, Randwick NSW 2031",2031,open_charge_map,accepted,operator_and_distance,14.6,Evie,73 Belmore Road,2031,
704,NRMA,"76 Cowper St, Wallsend, 2287",2287,open_charge_map,accepted,operator_and_distance,26.4,NRMA,76 Cowper Street,2287,
706,Tesla,"76 Wingewarra St, Dubbo , 2830",2830,open_charge_map,accepted,operator_and_distance,0.0,Tesla,76 Wingewarra Street,2830,
708,NRMA,"77 Darling St, Cowra, 2794",2794,open_charge_map,accepted,operator_and_distance,89.2,NRMA,77 Darling Street,2794,
713,Ampol,"78 Great Western Hwy Cnr Ross St, Glenbrook, NSW, 2773",2773,open_charge_map,accepted,operator_and_distance,7.9,Ampol,78 Great Western Highway,2773,
730,NRMA,"81 Meehan St, Yass NSW 2582, Australia",2500,open_charge_map,accepted,operator_and_distance,8.3,NRMA,17 Stewart Street,2500,
735,NRMA,"82 Marsh St, Armidale, NSW 2350, Australia",2666,open_charge_map,accepted,operator_and_distance,181.3,NRMA,Little Hoskins Street,2666,
736,Evie,"82A O'Connell St, Sydney, 2747",2747,open_charge_map,accepted,operator_and_distance,51.4,Evie,82a O’Connell Street,,
739,Tesla,"85/91 Commissioner St, Cooma , 2630",2630,open_charge_map,accepted,operator_and_distance,0.1,Tesla,85-91 Commissioner Street,2630,
750,Evie,"88 Christie St, St Leonards NSW 2065",2065,open_charge_map,accepted,operator_and_distance,14.6,Evie,88 Christie St,2065,
756,NRMA,"89 Market St, Balranald, 2715",2715,open_charge_map,accepted,operator_and_distance,20.8,NRMA,89 Market Street,2715,
759,Chargefox,"895 South Dowling St, Sydney, 2017",2017,open_charge_map,accepted,operator_and_distance,15.6,Chargefox,895 South Dowling Street,2017,
764,Evie,"9 Eastern Valley Way, Northbridge NSW 2063",2063,open_charge_map,accepted,operator_and_distance,24.3,Evie,9 Eastern Valley Way,2063,
772,Evie,"91 Spring St, Sydney, 2022",2022,open_charge_map,accepted,operator_and_distance,38.1,Evie,"91 Spring St , NSW 2022",2022,
777,Evie,"93 Byamee St, Dapto NSW 2530",2530,open_charge_map,accepted,operator_and_distance,47.2,Evie,Moombara Street,2530,
783,Evie,"9-49 Chapel Rd, Bankstown NSW 2200",2200,open_charge_map,accepted,operator_and_distance,5.1,Evie,9-49 Chapel Road,,
785,Chargefox,"96 Mackay Ave, Yoogali, 2680",2680,open_charge_map,accepted,operator_and_distance,73.4,Chargefox,"Owen Drive, Yoogali",2680,
805,Tesla,"B640 Princes Hwy, Berry, 2535",2535,open_charge_map,accepted,operator_and_distance,46.0,Tesla,B640 Princes Highway,,
815,Tesla,"Bryant Dr, Central Coast, 2259",2259,open_charge_map,accepted,operator_and_distance,127.7,Tesla,Bryant Drive & Wyong Road,,
817,Chargefox,"Bunnerong Rd, Sydney, 2036",2036,open_charge_map,accepted,operator_and_distance,87.2,Chargefox,439 Bunnerong Road,2036,
821,NRMA,"Car Park behind the Civic Centre, Orange, 2800",2800,open_charge_map,accepted,operator_and_distance,1.9,NRMA,Orange Civic Theatre,2800,
822,NRMA,"Car park, 51 Evans St (Victoria Park), Inverell, NSW 2360, Australia",2650,open_charge_map,accepted,operator_and_distance,57.2,NRMA,8 Cross Street,,
823,NRMA,"Car park, Little Hoskins St, Temora, NSW 2666",2354,open_charge_map,accepted,operator_and_distance,48.1,NRMA,10W Apsley Street,2354,
825,Ampol,"Castlereagh Rd, Sydney, 2750",2750,open_charge_map,accepted,operator_and_distance,5.9,Ampol,153 Coreen Ave,2750,
826,Ampol,"Central Ave 2, Sydney, 2015",2015,open_charge_map,accepted,distance_only,30.4,Chargefox,2 Central Avenue,2015,
834,Evie,"Cnr Herring & Waterloo Rd, North Ryde NSW 2113",2113,open_charge_map,accepted,operator_and_distance,172.2,Evie,Cnr Herring Rd & Waterloo Rd,2113,
835,Tesla,"Cnr Herring Rd & Waterloo Rd, Sydney, 2113",2113,open_charge_map,accepted,operator_and_distance,183.3,Tesla,Macquarie Supercharger,2113,
839,NRMA,"Corner of Snowy River Avenue and Kalkite St, Jindabyne, 2627",2627,open_charge_map,accepted,operator_and_distance,6.2,NRMA,3 Snowy River Ave,2627,
843,NRMA,"Dalton St, Parkes, 2870",2870,open_charge_map,accepted,operator_and_distance,23.2,NRMA,Bogan Street,2870,
850,Evie,"Dorhauer Ln, Sydney, 2025",2025,open_charge_map,accepted,operator_and_distance,5.5,Evie,Dorhauer Lane,2025,
852,NRMA,"Eskbank St, Lithgow, 2790",2790,open_charge_map,accepted,operator_and_distance,426.5,NRMA,Tank St,,
853,Tesla,"f 419 Hinterland Wy, Knockrow , 2479",2479,open_charge_map,accepted,operator_and_distance,0.1,Tesla,419 Hinterland Way,2479,
861,NRMA,"Gipps St, Bega, 2550",2550,open_charge_map,accepted,operator_and_distance,52.7,NRMA,81 Gipps Street,,
867,Chargefox,"Harbour Boulevard, Shell Cove, 2529",2529,open_charge_map,accepted,operator_and_distance,36.6,Chargefox,Harbour Boulevarde,2529,
868,BP,"Hassall St, Sydney, 2142",2142,open_charge_map,accepted,operator_and_distance,76.3,BP,Hassall Street,2142,
869,BP,"Hassall Street & James Rouse Drive, Sydney, 2142",2142,open_charge_map,accepted,operator_and_distance,85.6,BP,Hassall Street,2142,
879,Chargefox,"Innovation Way, Wollongong, 2500",2500,open_charge_map,accepted,operator_and_distance,5.9,Chargefox,Off Innovation Way,2500,
887,NRMA,"Kintore Headframe Car Park, 51 Bromide St, Broken Hill, NSW 2880, Australia",2836,open_charge_map,accepted,operator_and_distance,56.9,NRMA,1-7 Ross St,2836,
910,NRMA,"Mortimer St, Mudgee, 2850",2850,open_charge_map,accepted,operator_and_distance,7.5,NRMA,Perry Street,2850,
915,NRMA,"Murray Rose Ave, Sydney, 2127",2127,open_charge_map,accepted,operator_and_distance,4.7,NRMA,9 Murray Rose Ave,2127,
927,Chargefox,"Pacific Hwy, Boambee, 2450",2450,open_charge_map,accepted,operator_and_distance,15.6,Chargefox,Pacific Highway,2450,
932,Evie,"Pole Ln, Sydney, 2065",2065,open_charge_map,accepted,operator_and_distance,417.5,Evie,88 Christie St,2065,
938,NRMA,"Prospect St, Holbrook, 2644",2644,open_charge_map,accepted,operator_and_distance,174.5,NRMA,7 Prospect Street,,
943,NRMA,"Riverside Dr, Jugiong, 2726",2726,open_charge_map,accepted,operator_and_distance,30.2,NRMA,319 Riverside Drive,,
946,NRMA,"Rogan Ln, Young, 2594",2594,open_charge_map,accepted,operator_and_distance,10.8,NRMA,88 Lovell Street,,
952,NRMA,"Shire St, West Wyalong, 2671",2671,open_charge_map,accepted,operator_and_distance,34.0,NRMA,"13-15 Shire St, West Wyalong NSW 2671",2671,
954,NRMA,"Short St, Mudgee, 2850",2850,open_charge_map,accepted,operator_and_distance,75.1,NRMA,47 Short Street,2850,
955,NRMA,"Skillman's Lane, Coonamble, NSW 2829, Australia",2582,open_charge_map,accepted,operator_and_distance,22.8,NRMA,81 Meehan Street,2582,
959,NRMA,"Sommerlad Ln, Glen Innes, 2370",2370,open_charge_map,accepted,operator_and_distance,0.5,NRMA,Sommerlad Lane,2370,
960,Everty,"Stuart St, Wagga Wagga, 2650",2650,open_charge_map,accepted,operator_and_distance,18.6,Everty,"Stuart Road, East Wagga Wagga",2650,
961,Chargefox,"Sunset Blvd, Soldiers Point, 2317",2317,open_charge_map,accepted,operator_and_distance,10.7,Chargefox,Sunset Blvd,2317,
970,NRMA,"Vesper St, Batemans Bay, 2536",2536,open_charge_map,accepted,operator_and_distance,100.2,NRMA,12 Vesper Street,2536,
972,Everty,"Waddells Ave, Singleton, 2330",2330,open_charge_map,accepted,operator_and_distance,35.0,Everty,1 waddells lane ,2330,
974,NRMA,"Walton Ln, Picton, 2571",2571,open_charge_map,accepted,operator_and_distance,9.3,NRMA,5 Walton Lane,2571,
977,NRMA,"Wingewarra St, Dubbo, 2830",2830,open_charge_map,accepted,operator_and_distance,15.7,NRMA,Wingewarra Street,,
980,BP,"Wyong Rd, Central Coast, 2261",2261,open_charge_map,accepted,operator_and_distance,17.4,BP,Cnr Mingara Dr & Wyong Rd,2261,
1069,Tesla,20-22 Camden Rd Campbelltown NSW 2560 Australia,,open_charge_map,accepted,operator_and_distance,88.4,Tesla,20-22 Camden Road,2560,
1288,Tesla,"173 Canterbury Road, Bankstown NSW 2200",2200,open_charge_map,accepted,operator_and_distance,137.6,Tesla,Chapel Road,,
1297,Tesla,"179-183 Hume St, Goulburn NSW 2580",2580,open_charge_map,accepted,operator_and_distance,130.5,Tesla,Lockyer Street,,
1315,Tesla,188 Fernleigh Rd Glenfield Park NSW 2650 Australia,2650,open_charge_map,accepted,operator_and_distance,81.1,Tesla,"Fernleigh Road, Glenfield Park",2650,
1333,Tesla,2 Bridge Rd Griffith NSW 2680 Australia,2680,open_charge_map,accepted,operator_and_distance,46.9,Tesla,2 Bridge Road,2680,
1348,Tesla,2 Moonee Beach Rd Moonee Beach NSW 2450 Australia,2450,open_charge_map,accepted,operator_and_distance,68.5,Tesla,2 Moonee Beach Rd,2450,
1508,Evie,"374 Peel St, Tamworth NSW 2340, Australia",2340,open_charge_map,accepted,operator_and_distance,36.8,Evie,Cooper Lane,2340,
1551,Tesla,"46 Wynter St, Taree NSW 2430, Australia",2430,open_charge_map,accepted,operator_and_distance,226.8,Tesla,37 Wynter Street,2430,
1554,Tesla,477 Coolac Rd Coolac NSW 2727 Australia,2727,open_charge_map,accepted,operator_and_distance,54.4,Tesla,477 Coolac Road ,2727,
1557,BP,"481 Pacific Hwy, Wyoming NSW 2250, Australia",2250,open_charge_map,accepted,operator_and_distance,24.3,BP,"Pacific Highway, Wyoming",2250,
1623,Tesla,618 Dean St Albury NSW 2640 Australia,2640,open_charge_map,accepted,operator_and_distance,49.2,Tesla,Stanley Street,2640,
1646,Tesla,"68 Lead St, Yass NSW 2582, Australia",2582,open_charge_map,accepted,operator_and_distance,25.1,Tesla,Lead Street,2582,
1753,NRMA,"Cabarita Beach Bowls and Sports Club, Cabarita Beach NSW 2488",2488,open_charge_map,accepted,operator_and_distance,58.1,NRMA,45 Cabarita Road,2488,
1758,NRMA,"Coonabarabran Visitor Cntr, Coonabarabran, 2357",2357,open_charge_map,accepted,operator_and_distance,12.9,NRMA,Newell Highway,,
1759,Tesla,Corner Sturgeon St & Glenelg St Raymond Terrace NSW 2324 Australia,2324,open_charge_map,accepted,operator_and_distance,97.6,Tesla,Glenelg Street,2324,
1772,Evie,"Gouldsbury St, Mosman NSW 2088, Australia",2088,open_charge_map,accepted,operator_and_distance,261.0,Evie,6 Myahgah Road,,
1777,Tesla,"Hope St, Blaxland NSW 2774, Australia",2774,open_charge_map,accepted,operator_and_distance,12.2,Tesla,126 Hope St,2774,
1778,Tesla,"Jessie St, Armidale NSW 2350, Australia",2350,open_charge_map,accepted,operator_and_distance,39.5,Tesla,117 Jessie Street,,
1812,Tesla,"1 Kendall Ave, Bathurst , 2795",2795,open_charge_map,accepted,operator_and_distance,15.5,Tesla,1 Kendall Ave,,
1813,NRMA,"1 Kendall Ave, Bathurst, 2795",2795,open_charge_map,accepted,operator_and_distance,195.8,NRMA,1 Kendall Avenue,,
248,JOLT,"19 Richmond Rd, Sydney, 2140",2140,open_charge_map,rejected,distance_only,1.7,,19 Richmond Road,2135,postcode_conflict
332,Evie,"221 Wolseley St, Jamisontown NSW 2750",2614,open_charge_map,rejected,operator_and_distance,13.4,Evie,221 Wolseley Street,2750,postcode_conflict
6,Tesla,"1 Bay St, Sydney, 2037",2037,open_charge_map,rejected,operator_and_distance,19.4,Tesla,1 Bay Street,2007,postcode_conflict
225,NRMA,"18 Dandaloo St, Nyngan, NSW 2825, Australia",2360,open_charge_map,rejected,operator_and_distance,26.6,NRMA,116 Liverpool Street,2337,postcode_conflict
298,Evie,"20 Smidmore St, Marrickville NSW 2204",2204,open_charge_map,rejected,operator_and_distance,28.5,Evie,Smidmore Street,2044,postcode_conflict
379,NRMA,"26 Neilly St, Walgett, NSW 2832, Australia",2337,open_charge_map,rejected,operator_and_distance,29.3,NRMA,Little Walker Street,2470,postcode_conflict
77,NRMA,"10W Apsley St, Walcha NSW 2354, Australia",2839,open_charge_map,rejected,operator_and_distance,56.5,NRMA,50 Bathurst Street,2839,address_conflict
401,Evie,"2848 Pacific Hwy, Tyndale NSW, 2464",2464,open_charge_map,rejected,operator_and_distance,63.8,Evie,2848 Big River Way,2460,postcode_conflict
1933,Tesla,"162 Rouse St, Tenterfield NSW 2372, Australia",2372,open_charge_map,rejected,operator_and_distance,78.4,Tesla,1 Crown St,2372,address_conflict
1691,Chargefox,"801-899R Bunnerong Rd, Chifley NSW 2036, Australia",2036,open_charge_map,rejected,operator_and_distance,87.2,Chargefox,439 Bunnerong Road,2036,address_conflict
216,NRMA,"17 Stewart St, Wollongong NSW 2500, Australia",2453,open_charge_map,rejected,operator_and_distance,120.5,NRMA,59 Evans Street,2360,postcode_conflict+address_conflict
649,NRMA,"6 Castlereagh St Gilgandra, NSW 2827, Australia",2832,open_charge_map,rejected,operator_and_distance,200.8,NRMA,26 Neilly Street,2832,address_conflict
37,Evie,"1 Perry St, Batemans Bay, 2536",2536,open_charge_map,rejected,operator_and_distance,317.7,Evie,51 Orient Street,2536,address_conflict
519,Evie,"40 Gouldsbury St, Sydney, 2088",2088,open_charge_map,rejected,operator_and_distance,345.4,Evie,6 Myahgah Road,,address_conflict
1636,Evie,"65 Hume St, Crows Nest NSW 2065, Australia",2065,open_charge_map,rejected,operator_and_distance,454.3,Evie,88 Christie St,2065,address_conflict
7,Evie,"1 Bells Blvd, Kingscliff, 2487",2487,open_charge_map,no_candidate,,,,,,
12,Tesla,"1 Dalgal Way, Sydney, 2037",2037,open_charge_map,no_candidate,,,,,,
17,Evie,"1 Frederick St, Sydney, 2064",2064,open_charge_map,no_candidate,,,,,,
20,Chargefox,"1 Greenbridge Dr, Wilton, 2571",2571,open_charge_map,no_candidate,,,,,,
28,NRMA,"1 Little Walker St, Casino, NSW 2470, Australia",2622,open_charge_map,no_candidate,,,,,,
38,Exploren,"1 Plunkett St, Sydney, 2065",2065,open_charge_map,no_candidate,,,,,,
48,Tesla,"1 Wharf St, Tweed Heads, 2485",2485,open_charge_map,no_candidate,,,,,,
50,Evie,"1/9 Railway Parade, Kogarah NSW 2217",2217,open_charge_map,no_candidate,,,,,,
51,Evie,"10 Brookfield Rd, Minto NSW 2566",2566,open_charge_map,no_candidate,,,,,,
